
J_NV1-frame0.jpg,15.23,11.4,69.46,51.43,116.08,126.27,115.97,115.55,177.72,177.61,315.36,226.64,blue,NV
J_NV1-frame0.jpg,16.12,16.55,91.07,79.25,136.36,132.24,120.07,123.91,179.48,186.42,315.36,218.93,lime,NV
J_NV1-frame1.jpg,15.23,11.4,69.46,51.88,116.08,126.27,115.97,115.55,177.72,177.61,315.36,226.64,blue,NV
J_NV1-frame1.jpg,16.12,17.0,91.07,78.26,136.36,131.24,118.14,122.92,178.49,185.43,315.36,217.94,lime,NV
J_NV1-frame2.jpg,14.04,11.4,69.01,79.03,116.08,126.27,117.09,112.25,180.69,177.61,315.36,335.77,blue,NV
J_NV1-frame2.jpg,16.12,20.62,91.07,84.29,136.36,131.31,119.37,122.8,179.48,185.43,315.36,217.33,lime,NV
J_NV1-frame3.jpg,17.46,16.12,70.03,55.47,115.43,93.48,111.99,110.98,174.89,168.75,315.36,216.16,blue,NV
J_NV1-frame3.jpg,12.81,23.85,91.07,84.48,136.36,131.75,127.49,129.65,201.21,202.2,315.36,335.77,lime,NV
J_NV1-frame4.jpg,16.12,22.8,75.33,59.17,123.94,126.27,115.12,114.63,178.1,179.39,315.36,335.77,blue,NV
J_NV1-frame4.jpg,17.0,17.0,91.07,84.38,136.36,131.86,125.88,123.2,193.37,199.64,315.36,335.77,lime,NV
J_NV1-frame5.jpg,22.47,17.46,75.03,54.08,124.66,126.27,123.69,118.51,181.32,179.39,315.36,335.77,blue,NV
J_NV1-frame5.jpg,17.0,17.49,91.07,83.38,136.36,132.83,124.42,124.26,202.6,208.17,315.36,335.77,lime,NV
J_NV1-frame6.jpg,16.55,17.46,63.64,50.0,114.98,94.87,110.63,104.65,168.4,166.01,315.36,335.77,blue,NV
J_NV1-frame6.jpg,12.81,17.0,91.07,84.29,136.36,133.0,116.08,122.2,150.48,200.56,205.68,335.77,lime,NV
J_NV1-frame7.jpg,25.55,17.0,63.51,54.49,116.97,93.61,107.56,107.04,169.26,165.64,217.72,335.77,blue,NV
J_NV1-frame7.jpg,17.89,17.49,91.07,78.41,136.36,132.02,113.89,123.2,150.48,207.2,205.94,335.77,lime,NV
J_NV1-frame8.jpg,23.41,18.38,64.76,49.82,116.21,91.44,105.36,103.75,168.34,165.64,315.36,335.77,blue,NV
J_NV1-frame8.jpg,12.81,21.54,91.07,77.52,136.36,127.35,115.69,123.2,145.41,208.12,210.61,216.11,lime,NV
J_NV1-frame9.jpg,16.12,23.09,71.47,48.41,122.0,90.69,111.13,108.26,174.24,172.93,315.36,335.77,blue,NV
J_NV1-frame9.jpg,17.0,17.46,91.07,83.38,136.36,126.61,113.55,123.0,145.0,208.0,211.57,216.0,lime,NV
J_NV1-frame10.jpg,17.46,15.03,65.46,49.68,116.0,86.98,106.98,102.86,162.39,154.33,214.89,335.77,blue,NV
J_NV1-frame10.jpg,17.0,22.14,91.07,78.41,136.36,128.16,113.55,116.16,150.48,207.0,213.02,216.0,lime,NV
J_NV1-frame11.jpg,22.14,23.09,66.13,45.28,116.28,92.02,103.74,97.95,162.39,156.6,222.39,335.77,blue,NV
J_NV1-frame11.jpg,17.0,17.0,91.07,78.26,136.36,126.53,114.16,115.0,148.19,192.13,216.16,216.11,lime,NV
J_NV1-frame12.jpg,25.55,18.79,66.48,48.92,116.35,87.46,104.69,102.86,170.39,166.9,224.51,335.77,blue,NV
J_NV1-frame12.jpg,17.0,17.89,91.07,79.43,136.36,119.37,112.36,116.0,141.69,191.17,214.31,216.45,lime,NV
J_NV1-frame13.jpg,17.89,16.55,67.54,49.04,115.97,88.41,102.79,101.97,166.93,157.65,221.45,335.77,blue,NV
J_NV1-frame13.jpg,17.0,17.46,91.07,80.52,136.36,122.38,114.28,117.15,149.12,199.56,220.86,218.01,lime,NV
J_NV1-frame14.jpg,23.41,18.79,74.73,72.84,124.15,107.49,109.9,107.42,173.46,164.98,228.04,335.77,blue,NV
J_NV1-frame14.jpg,17.0,18.38,91.07,78.45,136.36,116.62,113.05,115.0,148.19,184.61,219.57,216.59,lime,NV
J_NV1-frame15.jpg,17.46,21.21,68.88,55.15,118.07,98.72,104.05,100.85,166.01,157.29,315.36,335.77,blue,NV
J_NV1-frame15.jpg,17.0,16.55,91.07,78.64,136.36,110.57,110.63,115.28,147.83,175.64,218.2,217.33,lime,NV
J_NV1-frame16.jpg,18.38,23.41,68.43,53.04,117.48,92.76,102.61,100.46,165.64,153.73,315.36,191.51,blue,NV
J_NV1-frame16.jpg,17.0,22.47,91.07,77.47,136.36,111.83,112.89,109.0,147.47,175.23,217.88,217.44,lime,NV
J_NV1-frame17.jpg,22.14,17.89,65.92,53.74,117.28,97.31,111.13,109.25,181.24,184.89,315.36,335.77,blue,NV
J_NV1-frame17.jpg,12.81,17.0,91.07,83.36,136.36,110.94,110.44,114.0,153.1,175.23,221.56,224.29,lime,NV
J_NV1-frame18.jpg,23.41,17.89,67.98,48.92,117.28,92.76,110.86,107.84,174.77,174.77,230.79,335.77,blue,NV
J_NV1-frame18.jpg,16.12,17.0,91.07,77.47,136.36,101.07,109.48,113.22,151.17,175.23,219.74,225.23,lime,NV
J_NV1-frame19.jpg,17.09,22.47,67.98,49.68,117.09,96.17,102.84,100.85,170.66,165.08,315.36,335.77,blue,NV
J_NV1-frame19.jpg,17.0,11.4,91.07,78.45,136.36,92.61,109.88,114.21,150.42,176.64,219.1,227.5,lime,NV
J_NV1-frame20.jpg,17.46,23.41,68.88,49.04,116.9,91.35,108.47,100.85,171.23,171.23,224.7,335.77,blue,NV
J_NV1-frame20.jpg,15.65,16.55,91.07,76.42,136.36,92.36,104.4,107.0,151.82,176.23,217.91,219.87,lime,NV
J_NV1-frame21.jpg,23.41,17.46,65.55,52.33,115.28,95.46,101.64,101.52,163.78,163.78,223.39,335.77,blue,NV
J_NV1-frame21.jpg,15.23,16.55,59.09,75.43,86.98,91.84,104.4,107.23,151.83,175.18,216.54,218.89,lime,NV
J_NV1-frame22.jpg,23.09,17.89,66.13,53.04,115.28,92.1,109.24,102.42,166.21,166.01,223.95,221.79,blue,NV
J_NV1-frame22.jpg,15.13,15.65,58.69,71.45,86.27,87.62,104.4,108.23,156.89,177.18,216.23,214.22,lime,NV
J_NV1-frame23.jpg,18.38,17.89,65.19,53.04,107.0,92.76,109.24,103.32,170.14,171.23,221.45,221.45,blue,NV
J_NV1-frame23.jpg,11.4,15.65,54.71,71.01,80.72,86.28,105.08,108.0,157.18,177.0,217.08,213.24,lime,NV
J_NV1-frame24.jpg,17.46,22.47,65.79,49.68,106.0,91.35,101.43,100.32,163.19,169.19,315.36,335.77,blue,NV
J_NV1-frame24.jpg,15.65,12.04,52.33,70.01,136.36,80.81,109.66,114.0,163.77,176.0,214.35,210.65,lime,NV
J_NV1-frame25.jpg,17.46,17.0,65.0,53.74,108.3,87.68,111.13,109.17,170.76,172.17,315.36,335.77,blue,NV
J_NV1-frame25.jpg,9.22,15.65,53.23,70.26,65.8,82.66,110.86,108.0,164.58,177.14,216.34,210.28,lime,NV
J_NV1-frame26.jpg,17.89,17.46,68.66,48.27,106.38,86.28,108.47,108.26,236.0,168.87,315.36,335.77,blue,NV
J_NV1-frame26.jpg,14.14,11.4,52.77,70.46,62.77,77.2,109.33,109.0,170.85,176.23,216.67,209.02,lime,NV
J_NV1-frame27.jpg,17.89,17.49,63.64,53.04,108.05,91.35,110.16,105.68,168.24,161.01,216.48,335.77,blue,NV
J_NV1-frame27.jpg,8.06,15.65,52.77,69.46,136.36,78.39,108.19,108.23,176.23,177.37,208.61,224.57,lime,NV
J_NV1-frame28.jpg,17.0,17.0,69.63,48.27,109.04,87.62,108.47,102.86,166.48,162.86,315.36,335.77,blue,NV
J_NV1-frame28.jpg,8.06,15.65,55.76,70.61,73.35,78.39,109.24,108.23,176.64,176.64,224.44,215.19,lime,NV
J_NV1-frame29.jpg,17.0,17.0,68.59,48.27,109.24,98.74,101.64,99.64,157.89,144.92,213.03,191.48,blue,NV
J_NV1-frame29.jpg,8.06,11.4,52.77,70.61,136.36,76.49,103.25,108.23,170.75,176.73,216.0,224.0,lime,NV
J_NV1-frame30.jpg,17.0,16.16,64.76,43.14,109.66,99.86,102.39,101.97,158.07,149.22,212.81,335.77,blue,NV
J_NV1-frame30.jpg,8.06,14.76,54.92,69.86,136.36,81.54,102.11,108.23,171.69,177.63,315.36,224.14,lime,NV
J_NV1-frame31.jpg,17.46,22.47,76.3,48.92,118.14,94.3,114.27,109.59,171.02,167.34,218.51,335.77,blue,NV
J_NV1-frame31.jpg,13.04,11.4,52.35,65.25,136.36,76.97,101.27,101.02,168.03,169.71,216.15,216.23,lime,NV
J_NV1-frame32.jpg,23.09,17.89,77.67,52.35,117.88,95.77,113.99,109.17,170.48,167.43,218.16,222.47,blue,NV
J_NV1-frame32.jpg,7.07,10.0,55.47,66.13,136.36,83.01,100.28,100.24,161.15,164.75,216.11,218.07,lime,NV
J_NV1-frame33.jpg,24.04,16.12,70.83,45.79,112.09,93.52,109.04,104.65,163.62,162.87,211.14,219.73,blue,NV
J_NV1-frame33.jpg,7.07,7.28,91.07,66.13,136.36,83.38,93.43,99.01,155.0,162.78,215.11,226.27,lime,NV
J_NV1-frame34.jpg,18.38,23.09,78.16,50.0,116.5,101.52,114.35,107.7,168.86,170.66,216.23,224.15,blue,NV
J_NV1-frame34.jpg,7.07,9.22,91.07,68.88,136.36,88.96,94.05,93.0,154.0,155.86,215.11,227.37,lime,NV
J_NV1-frame35.jpg,23.09,18.38,77.49,59.17,116.1,105.48,114.86,109.25,170.3,173.46,216.02,225.32,blue,NV
J_NV1-frame35.jpg,6.32,15.65,91.07,72.2,136.36,95.86,93.26,94.34,154.0,163.77,215.11,229.96,lime,NV
J_NV1-frame36.jpg,24.04,24.04,74.0,60.54,116.11,105.11,114.21,107.34,167.76,170.88,216.52,221.45,blue,NV
J_NV1-frame36.jpg,10.63,11.31,91.07,75.21,136.36,106.04,92.2,93.06,153.0,162.98,213.11,229.44,lime,NV
J_NV1-frame37.jpg,24.04,24.35,75.24,61.4,115.85,106.98,114.0,107.91,169.66,170.14,216.15,219.15,blue,NV
J_NV1-frame37.jpg,10.63,16.12,91.07,72.4,136.36,106.04,92.35,92.01,157.09,153.16,227.9,213.46,lime,NV
J_NV1-frame38.jpg,24.04,30.08,75.64,61.77,115.02,105.0,108.0,106.98,162.79,169.5,216.11,216.09,blue,NV
J_NV1-frame38.jpg,11.4,16.12,91.07,77.01,136.36,126.27,92.35,94.2,153.21,162.98,213.53,228.98,lime,NV
J_NV1-frame39.jpg,29.83,25.3,74.73,67.08,114.0,134.77,108.23,106.98,168.76,169.5,216.11,215.8,blue,NV
J_NV1-frame39.jpg,11.31,17.0,91.07,76.22,136.36,116.47,99.32,100.4,153.73,164.75,208.17,227.5,lime,NV
J_NV1-frame40.jpg,25.3,31.05,73.57,61.77,114.28,106.4,107.0,98.98,162.69,159.77,216.0,208.13,blue,NV
J_NV1-frame40.jpg,11.31,16.64,91.07,76.22,136.36,137.9,99.25,101.12,153.64,169.85,209.06,227.69,lime,NV
J_NV1-frame41.jpg,30.81,25.0,72.2,60.01,115.21,110.07,107.3,106.04,163.49,166.48,216.11,213.93,blue,NV
